account_name,month,tons,net_sales,avg6m_tons,avg6m_sales,gap_days,median_gap,alert_tier,growth_tier,tier_label,buyer_type
REFRIGERATION DESIGN TECHNOLOG,2024-04-01,5.6,40119.0,16.733333333333334,44702.0,31.0,31.0,Black,,Black,regular
HUMANETICS INC,2023-08-01,5.6,23227.0,14.466666666666667,35322.0,31.0,31.0,Black,,Black,regular
VENTURE METALS INTERNATIONAL,2023-10-01,5.6,17053.0,13.233333333333333,29125.0,30.0,31.0,Black,,Black,regular
ABC SUPPLY CO DBA BRADCO SUPPL,2025-05-01,5.6,7373.0,14.433333333333332,22350.833333333332,30.0,31.0,Black,,Black,regular
TEXAS HYDRAULICS INC,2024-06-01,5.5,27241.0,24.166666666666668,86569.33333333333,31.0,31.0,Black,,Black,regular
MOFFITT WEST LLC,2023-10-01,5.5,24986.0,25.619999999999997,119576.2,30.0,31.0,Black,,Black,regular
TEXAS HYDRAULICS INC,2024-09-01,5.5,20401.0,11.800000000000002,42999.5,31.0,31.0,Black,,Black,regular
VECTOR SYSTEMS INC,2023-07-01,5.5,14365.0,5.35,42513.5,30.0,31.0,Black,,Black,regular
KANNON MANUFACTURING INC,2024-05-01,5.5,8539.0,10.216666666666667,20661.333333333332,30.0,31.0,Black,,Black,regular
SUMMIT METALS CORP,2025-03-01,5.5,7313.0,18.56666666666667,26907.833333333332,304.0,61.0,Black,,Black,sporadic
MULTI-METAL INC,2024-12-01,5.5,7197.0,17.383333333333333,41014.5,30.0,31.0,Black,,Black,regular
LONGHORN LOCKER CO LLC,2025-06-01,5.4,7929.0,14.41666666666667,33269.666666666664,31.0,31.0,Black,,Black,regular
DRALCO SYSTEMS LLC,2023-07-01,5.3,7452.0,8.8,18477.5,30.0,31.0,Black,,Black,regular
1954 MANUFACTURING INC,2025-04-01,5.2,21158.0,12.866666666666667,48035.333333333336,31.0,29.0,Black,,Black,regular
GENERAL STEEL WAREHOUSE,2024-12-01,5.2,20009.0,10.133333333333333,43794.5,30.0,31.0,Black,,Black,regular
GENERAL STEEL WAREHOUSE,2024-11-01,5.2,19525.0,10.883333333333333,48805.833333333336,31.0,31.0,Black,,Black,regular
C & T CUSTOM STAINLESS,2024-01-01,5.2,15665.0,14.450000000000001,51671.5,31.0,31.0,Black,,Black,regular
SUBURBAN SHEET METAL INC,2024-01-01,5.2,7293.0,9.433333333333334,15143.333333333334,31.0,31.0,Black,,Black,regular
CANNON INDUSTRIES,2024-11-01,5.2,4504.0,10.933333333333332,11161.5,31.0,31.0,Black,,Black,regular
T TOP MFG,2024-07-01,5.1000000000000005,28361.0,10.816666666666668,38586.5,30.0,31.0,Black,,Black,regular
QUICK-WAY MANUFACTURING INC,2024-03-01,5.1000000000000005,7483.0,18.266666666666666,29503.166666666668,29.0,31.0,Black,,Black,regular
SPEC BUILDING MATERIALS,2023-08-01,5.1,21213.0,10.966666666666667,33358.666666666664,31.0,31.0,Black,,Black,regular
KWS MANUFACTURING COMPANY LTD,2023-11-01,5.1,20968.0,11.833333333333334,57275.666666666664,31.0,31.0,Black,,Black,regular
CENTRAL TEXAS MACHINING,2023-07-01,5.1,17835.0,19.75,54456.5,30.0,31.0,Black,,Black,regular
KENNEY INDUSTRIES INC,2024-01-01,5.1,17764.0,11.75,30724.5,31.0,31.0,Black,,Black,regular
MFPHD MANUFACTURING,2025-01-01,5.1,16759.0,36.166666666666664,84466.16666666667,122.0,31.0,Black,,Black,regular
DYNAMIC LIFT LLC,2024-11-01,5.1,16745.0,12.516666666666666,27483.5,31.0,31.0,Black,,Black,regular
SM FAB INC,2024-03-01,5.1,13855.0,19.88333333333333,31773.666666666668,29.0,31.0,Black,,Black,regular
EDGE FABRICATION,2025-03-01,5.1,12581.0,12.25,18748.333333333332,28.0,31.0,Black,,Black,regular
LAMBERT'S ORNAMENTAL IRON,2023-12-01,5.1,8775.0,20.53333333333333,37439.833333333336,30.0,31.0,Black,,Black,regular
LONGHORN LOCKER CO LLC,2025-04-01,5.1,7091.0,10.183333333333334,26286.333333333332,31.0,31.0,Black,,Black,regular
KNOTTSMITH CONSTRUCTION COMPAN,2025-01-01,5.1,4310.0,8.274999999999999,8831.75,61.0,31.0,Black,,Black,regular
CUSTOM MFG CO,2024-12-01,5.1,4288.0,15.283333333333331,21761.333333333332,30.0,31.0,Black,,Black,regular
FOREST RIVER INC,2024-12-01,5.0,28011.0,10.799999999999999,57115.666666666664,30.0,31.0,Black,,Black,regular
EXM USA INC.,2025-05-01,5.0,24606.0,19.71666666666667,40604.333333333336,30.0,31.0,Black,,Black,regular
CARGO CRAFT OF TEXAS,2024-01-01,5.0,23985.0,13.266666666666666,66475.66666666667,31.0,31.0,Black,,Black,regular
HAYES & STOLZ INDUSTRIAL MFG C,2024-01-01,5.0,16423.0,13.366666666666667,26512.0,31.0,31.0,Black,,Black,regular
GST MANUFACTURING LTD,2024-07-01,5.0,12628.0,17.78333333333333,45714.333333333336,30.0,31.0,Black,,Black,regular
FEHR'S,2024-02-01,5.0,11228.0,18.25,26852.5,31.0,31.0,Black,,Black,regular
"TRIENDA HOLDINGS, LLC dba KRUGER FAMILY INDUSTRIES",2025-05-01,5.0,11046.0,16.7,31088.5,30.0,30.0,Black,,Black,regular
"NATURAL GAS FUEL SYSTEMS, INC  MOMENTUM FUEL TECHNOLOGIES",2024-09-01,5.0,6260.0,11.883333333333331,36644.666666666664,31.0,31.0,Black,,Black,regular
"GLF INNOVATIONS,  LLC",2024-09-01,4.9,12664.0,21.233333333333338,33404.5,31.0,31.0,Black,,Black,regular
TELECOM PRODUCTS INC,2024-06-01,4.9,11106.0,50.93333333333334,74106.33333333333,31.0,31.0,Black,,Black,regular
HUMANETICS INC,2024-06-01,4.8999999999999995,26010.0,11.6,27151.166666666668,31.0,31.0,Black,,Black,regular
THE HENRY GROUP INC,2024-07-01,4.800000000000001,10550.0,11.233333333333333,18237.666666666668,30.0,31.0,Black,,Black,regular
WRICO STAMPING CO OF TEXAS,2025-04-01,4.8,18362.0,14.766666666666666,29984.0,31.0,31.0,Black,,Black,regular
CHANNELL COMMERCIAL CORPORATIO,2023-08-01,4.8,8415.0,10.766666666666666,22869.333333333332,31.0,31.0,Black,,Black,regular
BULLOCH FABRICATING,2025-04-01,4.8,7334.0,21.38333333333333,23955.0,31.0,31.0,Black,,Black,regular
AST MANUFACTURING,2025-02-01,4.8,7288.0,32.53333333333333,58498.833333333336,31.0,31.0,Black,,Black,regular
FNA GROUP,2023-10-01,4.8,6870.0,13.7,19653.0,61.0,31.0,Black,,Black,regular
ADVANTAGE ENVIROMENTAL LIGHTIN,2024-08-01,4.8,5466.0,11.299999999999999,16921.333333333332,31.0,31.0,Black,,Black,regular
SAGE OIL VAC,2024-07-01,4.7,9903.0,13.716666666666669,24949.833333333332,30.0,31.0,Black,,Black,regular
SUPREME CORP OF TEXAS DBA WABA,2023-11-01,4.7,6946.0,15.733333333333334,20923.0,31.0,31.0,Black,,Black,regular
PRECISION SHEET METAL PRODUCTS,2023-08-01,4.7,6263.0,5.233333333333333,22308.0,31.0,31.0,Black,,Black,regular
VICTORY CLIMATE SYSTEMS INC UNIQUE FAB,2024-11-01,4.6,22112.0,12.149999999999999,31054.333333333332,31.0,31.0,Black,,Black,regular
C & T CUSTOM STAINLESS,2025-05-01,4.6,16367.0,13.616666666666667,45708.166666666664,30.0,31.0,Black,,Black,regular
"Tri Star Metals, Inc Tri Star Vet&Direct Animal Pro",2024-09-01,4.6,16249.0,13.549999999999999,40112.5,31.0,31.0,Black,,Black,regular
MILLER CAT CORPORATION,2024-11-01,4.6,16112.0,12.166666666666664,50925.666666666664,31.0,31.0,Black,,Black,regular
UNIFIED SUPPLY AND SERVICES CO,2024-11-01,4.6,8238.0,10.483333333333333,14856.333333333334,31.0,31.0,Black,,Black,regular
KANNON MANUFACTURING INC,2023-07-01,4.6,7728.0,13.75,38434.0,30.0,31.0,Black,,Black,regular
KOERBER SUPPLY CHAIN LLC DBA SIEMENS PARCEL LOGISTICS L,2024-06-01,4.6,6983.0,24.733333333333334,42112.833333333336,31.0,31.0,Black,,Black,regular
SPEC BUILDING MATERIALS,2024-11-01,4.6,6062.0,5.8,15022.333333333334,31.0,31.0,Black,,Black,regular
BUFERD CO INC DBA UNITY MFG,2024-10-01,4.6,5601.0,12.833333333333334,16986.5,61.0,31.0,Black,,Black,regular
SCOTT MFG CO,2025-04-01,4.5,22470.0,13.766666666666666,34350.166666666664,31.0,31.0,Black,,Black,regular
UNIFIED SUPPLY AND SERVICES CO,2025-05-01,4.5,11912.0,10.950000000000001,16937.333333333332,30.0,31.0,Black,,Black,regular
UNIFIED SUPPLY AND SERVICES CO,2024-06-01,4.5,5860.0,12.0,20900.5,31.0,31.0,Black,,Black,regular
SPEC BUILDING MATERIALS,2024-10-01,4.4,16510.0,10.116666666666665,20448.333333333332,30.0,31.0,Black,,Black,regular
"Tri Star Metals, Inc Tri Star Vet&Direct Animal Pro",2024-11-01,4.4,15333.0,9.950000000000001,28391.833333333332,31.0,31.0,Black,,Black,regular
FNA GROUP,2023-08-01,4.4,7276.0,16.666666666666668,23914.0,31.0,31.0,Black,,Black,regular
DAVIS METAL STAMPING INC,2023-11-01,4.4,6022.0,22.14,28800.0,31.0,31.0,Black,,Black,regular
WHATLEY GLASS - DBA ROYAL GLAS,2025-01-01,4.4,5407.0,2.4,3553.0,335.0,31.0,Black,,Black,regular
PEERLESS MFG CO,2024-03-01,4.4,4860.0,7.5,10883.0,60.0,45.5,Black,,Black,sporadic
REPUBLIC SALES & MFG,2024-06-01,4.3999999999999995,8722.0,6.083333333333333,19333.833333333332,31.0,31.0,Black,,Black,regular
"GLF INNOVATIONS,  LLC",2025-05-01,4.3999999999999995,5905.0,17.23333333333333,22768.166666666668,30.0,31.0,Black,,Black,regular
FEHR'S,2024-09-01,4.3,11596.0,22.266666666666666,29511.833333333332,31.0,31.0,Black,,Black,regular
LONGHORN LOCKER CO LLC,2024-12-01,4.3,11400.0,13.1,28230.0,30.0,31.0,Black,,Black,regular
SM FAB INC,2024-12-01,4.3,10584.0,13.783333333333337,20735.166666666668,30.0,31.0,Black,,Black,regular
M & M PRECISION METAL FAB,2025-05-01,4.3,7776.0,15.016666666666666,20879.333333333332,30.0,31.0,Black,,Black,regular
CHANNELL COMMERCIAL CORPORATIO,2024-05-01,4.3,6892.0,9.033333333333333,15851.833333333334,30.0,31.0,Black,,Black,regular
BRINDLE PRODUCTS,2023-10-01,4.3,4619.0,8.3,9828.2,30.0,31.0,Black,,Black,regular
NORSTAR INDUSTRIES LLC,2023-08-01,4.2,10314.0,16.266666666666666,44354.0,31.0,31.0,Black,,Black,regular
QUICK-WAY MANUFACTURING INC,2024-05-01,4.1,7518.0,7.883333333333334,16059.666666666666,30.0,31.0,Black,,Black,regular
GO INDUSTRIES,2025-04-01,4.1,4500.0,9.916666666666666,10399.833333333334,31.0,31.0,Black,,Black,regular
C & T CUSTOM STAINLESS,2025-04-01,4.0,17453.0,13.799999999999997,45409.833333333336,31.0,31.0,Black,,Black,regular
BRINDLE PRODUCTS,2024-05-01,4.0,4612.0,7.933333333333333,10111.5,61.0,31.0,Black,,Black,regular
"NATURAL GAS FUEL SYSTEMS, INC  MOMENTUM FUEL TECHNOLOGIES",2024-12-01,4.0,4444.0,8.866666666666665,21421.166666666668,61.0,31.0,Black,,Black,regular
R & R DESIGN INC,2024-12-01,3.9000000000000004,7744.0,8.083333333333334,24939.833333333332,30.0,31.0,Black,,Black,regular
NORSTAR INDUSTRIES LLC,2023-12-01,3.9,8800.0,11.183333333333332,27800.666666666668,30.0,31.0,Black,,Black,regular
HAYES & STOLZ INDUSTRIAL MFG C,2024-08-01,3.9,5683.0,21.833333333333332,33824.833333333336,31.0,31.0,Black,,Black,regular
VECTOR SYSTEMS INC,2024-12-01,3.8000000000000003,19189.0,10.399999999999997,73471.5,30.0,31.0,Black,,Black,regular
R & R DESIGN INC,2024-07-01,3.8000000000000003,18042.0,12.383333333333333,32135.833333333332,30.0,31.0,Black,,Black,regular
"ORTHMAN CONVEYING SYSTEMS, LLC",2025-03-01,3.8000000000000003,14699.0,8.033333333333333,14221.5,28.0,31.0,Black,,Black,regular
MILLER CAT CORPORATION,2025-04-01,3.8,10762.0,7.55,30048.833333333332,31.0,31.0,Black,,Black,regular
"Reinhardt Fabrication, LLC",2025-03-01,3.8,8011.0,8.65,12007.666666666666,28.0,31.0,Black,,Black,regular
HAYES & STOLZ INDUSTRIAL MFG C,2024-05-01,3.8,7874.0,16.900000000000002,31203.166666666668,30.0,31.0,Black,,Black,regular
ACCURATE METAL STAMPING LTD,2024-02-01,3.8,6145.0,5.616666666666667,16657.666666666668,31.0,31.0,Black,,Black,regular
GO INDUSTRIES,2024-01-01,3.8,5971.0,22.96666666666667,27827.833333333332,31.0,31.0,Black,,Black,regular
SCOTT MFG CO,2025-02-01,3.7,24993.0,19.5,31637.0,31.0,31.0,Black,,Black,regular
CONVEYORS INC,2024-10-01,3.7,22142.0,7.966666666666666,43337.5,30.0,31.0,Black,,Black,regular
CONVEYORS INC,2023-11-01,3.7,20415.0,15.1,69279.83333333333,31.0,31.0,Black,,Black,regular
THRAILKILL ALL METALS FABRICAT DBA ALL METAL FABRICATING INC,2025-01-01,3.7,7085.0,33.31666666666666,37499.5,31.0,31.0,Black,,Black,regular
"Reinhardt Fabrication, LLC",2025-04-01,3.6000000000000005,5168.0,8.833333333333334,11826.166666666666,31.0,31.0,Black,,Black,regular
DYNAMIC LIFT LLC,2023-08-01,3.6,26985.0,12.1,34225.666666666664,31.0,31.0,Black,,Black,regular
TECO METAL PRODUCTS,2024-06-01,3.6,5050.0,7.7,10623.833333333334,121.0,31.0,Black,,Black,regular
THE BIONIC WELDER LLC,2023-12-01,3.6,4650.0,10.34,12369.4,30.0,31.0,Black,,Black,regular
BAKER TANKHEAD INC,2024-08-01,3.5999999999999996,19536.0,7.25,17203.5,31.0,31.0,Black,,Black,regular
BULLOCH FABRICATING,2023-12-01,3.5999999999999996,16675.0,20.266666666666666,32775.166666666664,30.0,31.0,Black,,Black,regular
KANNON MANUFACTURING INC,2023-11-01,3.5999999999999996,4966.0,13.516666666666666,25337.333333333332,31.0,31.0,Black,,Black,regular
MATRIX METALS MFG,2024-12-01,3.5999999999999996,3711.0,6.383333333333333,8734.0,61.0,31.0,Black,,Black,regular
RUDY & ASSOCIATES,2024-12-01,3.5,13247.0,7.033333333333332,17510.333333333332,30.0,31.0,Black,,Black,regular
CACTUS MILLWRIGHT DIV CACTUS F,2025-04-01,3.5,11418.0,3.4799999999999995,14611.6,487.0,30.5,Black,,Black,regular
CHANNELL COMMERCIAL CORPORATIO,2024-08-01,3.5,10996.0,7.716666666666666,12352.166666666666,31.0,31.0,Black,,Black,regular
KENNEY INDUSTRIES INC,2023-10-01,3.5,9574.0,9.233333333333333,21457.333333333332,30.0,31.0,Black,,Black,regular
DRALCO SYSTEMS LLC,2024-08-01,3.5,9187.0,6.1000000000000005,20895.166666666668,31.0,31.0,Black,,Black,regular
FNA GROUP,2025-03-01,3.5,8648.0,10.083333333333334,15087.166666666666,28.0,31.0,Black,,Black,regular
"NATURAL GAS FUEL SYSTEMS, INC  MOMENTUM FUEL TECHNOLOGIES",2024-03-01,3.5,5053.0,27.166666666666668,111279.66666666667,60.0,31.0,Black,,Black,regular
WHIP INDUSTRIES,2025-01-01,3.5,4167.0,29.099999999999998,30352.833333333332,31.0,31.0,Black,,Black,regular
BUFERD CO INC DBA UNITY MFG,2024-06-01,3.5,3417.0,9.416666666666666,14489.166666666666,31.0,31.0,Black,,Black,regular
DRALCO SYSTEMS LLC,2023-11-01,3.4999999999999996,14327.0,7.683333333333334,20211.666666666668,31.0,31.0,Black,,Black,regular
LEE PRODUCTS INC,2024-02-01,3.4000000000000004,16299.0,9.3,19383.5,31.0,31.0,Black,,Black,regular
SHARP IRON GROUP,2025-01-01,3.4000000000000004,10179.0,11.483333333333334,13716.0,31.0,31.0,Black,,Black,regular
HARTSTRA MANUFACTURING LLC,2024-11-01,3.4,15245.0,2.0,9044.666666666666,336.0,31.0,Black,,Black,regular
SCOTT MFG CO,2024-03-01,3.4,13871.0,12.15,45669.0,29.0,31.0,Black,,Black,regular
LEE PRODUCTS INC,2024-09-01,3.4,12357.0,11.733333333333333,20586.0,31.0,31.0,Black,,Black,regular
STEEL AND PIPE SUPPLY CO. INC dba METALS 2 GO,2025-06-01,3.4,10017.0,5.0,21098.0,31.0,31.0,Black,,Black,regular
AFFILIATED ENERGY PRODUCTS INC,2023-12-01,3.4,9942.0,5.233333333333334,23869.666666666668,30.0,31.0,Black,,Black,regular
ACCURATE METAL STAMPING LTD,2023-12-01,3.4,7788.0,6.316666666666666,21083.166666666668,30.0,31.0,Black,,Black,regular
DRALCO SYSTEMS LLC,2024-11-01,3.4,7281.0,7.133333333333334,15752.0,31.0,31.0,Black,,Black,regular
TAMRA GROUP INC DBA ENGAGE IND,2025-04-01,3.4,6484.0,12.416666666666666,22350.666666666668,31.0,31.0,Black,,Black,regular
PCI LLC Pottorff,2024-12-01,3.4,3669.0,2.75,4274.0,366.0,31.0,Black,,Black,regular
PRECISION SHEET METAL PRODUCTS,2024-07-01,3.4,3481.0,5.833333333333333,12009.166666666666,61.0,31.0,Black,,Black,regular
TEXAS PRO FAB CORP,2024-02-01,3.3,13100.0,7.699999999999999,13564.0,31.0,31.0,Black,,Black,regular
J & R MANUFACTURING INC,2023-11-01,3.3,6122.0,5.3999999999999995,13845.0,31.0,31.0,Black,,Black,regular
METAL SPECIALTIES INC,2024-11-01,3.3,5282.0,38.13333333333333,64759.5,31.0,31.0,Black,,Black,regular
GUZMAN MFG CO,2024-08-01,3.2,19000.0,7.233333333333334,23029.333333333332,31.0,31.0,Black,,Black,regular
GENERAL STEEL WAREHOUSE,2025-02-01,3.2,14159.0,7.633333333333333,33287.166666666664,31.0,31.0,Black,,Black,regular
FORT WORTH F & D HEAD CO,2024-05-01,3.2,13662.0,8.766666666666667,51679.333333333336,61.0,31.0,Black,,Black,regular
RESTAURANT SERVICES INC,2024-04-01,3.2,11412.0,6.6000000000000005,24408.833333333332,31.0,31.0,Black,,Black,regular
MATERIALS TRANSPORTATION CO,2025-01-01,3.2,10665.0,7.55,14387.166666666666,31.0,31.0,Black,,Black,regular
MOFFITT WEST LLC,2024-12-01,3.2,6955.0,18.883333333333333,81771.66666666667,30.0,31.0,Black,,Black,regular
THRAILKILL ALL METALS FABRICAT DBA ALL METAL FABRICATING INC,2025-04-01,3.2,6159.0,12.216666666666667,22377.666666666668,31.0,31.0,Black,,Black,regular
METROPLEX SHEET METAL INC,2025-02-01,3.2,4216.0,6.333333333333333,8584.333333333334,31.0,31.0,Black,,Black,regular
J & R MANUFACTURING INC,2025-03-01,3.2,4136.0,3.1833333333333336,8407.166666666666,28.0,31.0,Black,,Black,regular
BALDWIN METALS CO INC,2023-12-01,3.2,3754.0,3.3400000000000007,11548.8,30.0,31.0,Black,,Black,regular
CANNON INDUSTRIES,2025-01-01,3.2,3034.0,11.799999999999999,12227.833333333334,31.0,31.0,Black,,Black,regular
R & R DESIGN INC,2024-11-01,3.1999999999999997,3663.0,10.466666666666667,30990.0,31.0,31.0,Black,,Black,regular
"CONTINENTAL NH3 PRODUCTS CO.,",2023-10-01,3.1,18424.0,7.159999999999999,23111.2,30.0,31.0,Black,,Black,regular
STEEL NOW,2024-01-01,3.1,13116.0,11.116666666666665,26175.0,31.0,31.0,Black,,Black,regular
CONVEYORS INC,2024-12-01,3.1,11005.0,7.183333333333334,39879.666666666664,61.0,31.0,Black,,Black,regular
STEEL NOW,2023-12-01,3.1,10290.0,11.716666666666667,26720.833333333332,30.0,31.0,Black,,Black,regular
GST MANUFACTURING LTD,2024-09-01,3.1,7514.0,25.099999999999998,54387.333333333336,31.0,31.0,Black,,Black,regular
SHARP IRON GROUP,2024-01-01,3.1,6733.0,10.9,17485.666666666668,31.0,31.0,Black,,Black,regular
CENTRAL TRANSPORT,2024-10-01,3.1,5695.0,5.75,13930.666666666666,61.0,31.0,Black,,Black,regular
MAXIMUM INDUSTRIES INC,2024-09-01,3.1,4188.0,4.75,10700.833333333334,31.0,31.0,Black,,Black,regular
MATERIALS TRANSPORTATION CO,2024-12-01,3.1,4003.0,7.316666666666667,13549.166666666666,30.0,31.0,Black,,Black,regular
TX PNEUDRAULIC DBA SOUTHWESTER,2024-11-01,3.1,2606.0,2.9333333333333336,5340.5,31.0,31.0,Black,,Black,regular
"BCS SWITCHGEAR, INC.",2025-06-01,3.1,1526.0,16.95,28314.166666666668,31.0,31.0,Black,,Black,regular
BW SINCLAIR INC,2025-04-01,3.0999999999999996,11738.0,6.566666666666666,32370.0,31.0,31.0,Black,,Black,regular
CHANNELL COMMERCIAL CORPORATIO,2024-02-01,3.0999999999999996,11541.0,7.849999999999999,17861.166666666668,31.0,31.0,Black,,Black,regular
WHIP INDUSTRIES,2025-05-01,3.0999999999999996,7745.0,20.216666666666665,20751.5,30.0,31.0,Black,,Black,regular
GUZMAN MFG CO,2025-06-01,3.0999999999999996,4687.0,3.1666666666666674,10818.666666666666,31.0,31.0,Black,,Black,regular
GST MANUFACTURING LTD,2024-02-01,3.0,18998.0,9.533333333333333,33249.5,31.0,31.0,Black,,Black,regular
VENTURE METALS INTERNATIONAL,2024-06-01,3.0,14294.0,8.116666666666667,29332.833333333332,92.0,31.0,Black,,Black,regular
SPEC BUILDING MATERIALS,2023-12-01,3.0,11074.0,6.683333333333334,21933.666666666668,61.0,31.0,Black,,Black,regular
ABC SUPPLY CO DBA BRADCO SUPPL,2024-10-01,3.0,10822.0,6.783333333333334,14770.333333333334,30.0,31.0,Black,,Black,regular
EXM USA INC.,2024-05-01,3.0,10437.0,15.580000000000002,55833.0,30.0,31.0,Black,,Black,regular
TEXAS PRO FAB CORP,2023-08-01,3.0,6370.0,6.333333333333333,12517.0,31.0,31.0,Black,,Black,regular
CAPROCK METAL WORKS INC,2025-06-01,3.0,4761.0,1.0999999999999999,4233.0,365.0,31.0,Black,,Black,regular
WILL'S PRO CUSTOM MFG INC,2023-07-01,3.0,4687.0,4.3,10659.0,30.0,31.0,Black,,Black,regular
ISC Manufacturing,2024-06-01,3.0,4555.0,14.4,50596.5,31.0,30.5,Black,,Black,regular
LEE PRODUCTS INC,2023-07-01,3.0,4291.0,23.6,38465.5,30.0,31.0,Black,,Black,regular
MATRIX METALS MFG,2024-01-01,3.0,4266.0,2.65,9067.166666666666,31.0,31.0,Black,,Black,regular
SUPREME CORP OF TEXAS DBA WABA,2023-12-01,3.0,3523.0,14.066666666666668,18528.833333333332,30.0,31.0,Black,,Black,regular
NBG TECHNOLOGIES INC,2023-09-01,3.0,3339.0,5.066666666666666,9475.0,31.0,31.0,Black,,Black,regular
R2 Fabrication,2024-06-01,2.9000000000000004,4997.0,6.0,11926.0,31.0,31.0,Black,,Black,regular
ALECOM METAL WORKS INC,2024-09-01,2.9000000000000004,4076.0,21.45,37344.666666666664,31.0,31.0,Black,,Black,regular
SUMMIT METALS CORP,2025-06-01,2.9000000000000004,3143.0,18.96666666666667,26885.5,92.0,61.0,Black,,Black,sporadic
GST MANUFACTURING LTD,2023-07-01,2.9,36466.0,10.85,54852.0,30.0,31.0,Black,,Black,regular
RESTAURANT SERVICES INC,2024-03-01,2.9,23421.0,7.266666666666667,26244.333333333332,29.0,31.0,Black,,Black,regular
R & R SHEET METAL & MACHINE SH,2024-07-01,2.9,17602.0,6.883333333333334,50197.666666666664,30.0,31.0,Black,,Black,regular
BW SINCLAIR INC,2025-03-01,2.9,16995.0,9.549999999999999,55674.0,28.0,31.0,Black,,Black,regular
KWS MANUFACTURING COMPANY LTD,2025-02-01,2.9,11913.0,6.383333333333333,22178.0,62.0,31.0,Black,,Black,regular
RESTAURANT SERVICES INC,2024-05-01,2.9,9973.0,6.516666666666666,23992.833333333332,30.0,31.0,Black,,Black,regular
UNIFIED SUPPLY AND SERVICES CO,2023-12-01,2.9,9581.0,12.416666666666666,21611.0,30.0,31.0,Black,,Black,regular
BRIM LAUNDRY MACHINERY CO,2024-06-01,2.9,9428.0,14.183333333333332,30447.833333333332,31.0,31.0,Black,,Black,regular
KENNEY INDUSTRIES INC,2024-03-01,2.9,3832.0,10.816666666666665,27553.833333333332,60.0,31.0,Black,,Black,regular
ACCURATE METAL STAMPING LTD,2024-11-01,2.9,3555.0,6.066666666666666,10696.0,31.0,31.0,Black,,Black,regular
STEEL NOW,2023-11-01,2.8000000000000003,18328.0,12.116666666666665,28479.833333333332,31.0,31.0,Black,,Black,regular
HERNCO FABRICATION & SERVICES,2024-11-01,2.8000000000000003,13768.0,19.55,52298.5,31.0,31.0,Black,,Black,regular
SPECIAL PRODUCTS & MFG INC,2025-02-01,2.8000000000000003,12137.0,8.95,22453.166666666668,31.0,31.0,Black,,Black,regular
LEE PRODUCTS INC,2023-09-01,2.8000000000000003,5540.0,13.175,23374.5,31.0,31.0,Black,,Black,regular
ACCURATE METAL STAMPING LTD,2024-12-01,2.8000000000000003,2651.0,4.416666666666667,6799.666666666667,30.0,31.0,Black,,Black,regular
VECTOR SYSTEMS INC,2025-01-01,2.8,19333.0,6.899999999999999,43337.333333333336,31.0,31.0,Black,,Black,regular
SHARP IRON GROUP,2024-12-01,2.8,10681.0,12.450000000000001,14488.833333333334,30.0,31.0,Black,,Black,regular
AST MANUFACTURING,2023-11-01,2.8,9268.0,7.183333333333333,18566.0,31.0,31.0,Black,,Black,regular
COOPER B-LINE INC FAFSC-1210,2023-09-01,2.8,7312.0,3.5,16696.0,31.0,31.0,Black,,Black,regular
TEXAS PRO FAB CORP,2025-04-01,2.8,6398.0,10.4,17181.166666666668,31.0,31.0,Black,,Black,regular
"BLACK IRON PRODUCTS, LLC",2024-01-01,2.8,5612.0,5.233333333333333,13420.833333333334,31.0,31.0,Black,,Black,regular
"BLACK IRON PRODUCTS, LLC",2023-11-01,2.8,5567.0,6.5200000000000005,17177.0,31.0,31.0,Black,,Black,regular
VICTORY CLIMATE SYSTEMS INC UNIQUE FAB,2024-04-01,2.8,4264.0,7.45,13796.166666666666,31.0,31.0,Black,,Black,regular
