Account Name,,Date,Shipped Weight,Net Sales
PRECISION FABRICATION SERVICES,,6/1/25,3.3,"$15,038 "
WTR INC,,6/1/23,0.2,"$3,457 "
WTR INC,,4/1/24,0.2,"$3,761 "
WTR INC,,3/1/25,0.3,"$5,069 "
H & K DALLAS,,8/1/23,1.6,"$2,186 "
H & K DALLAS,,11/1/23,1.6,"$2,189 "
CANNON & CANNON IND MACHINING,,3/1/25,0.1,$529 
CANNON & CANNON IND MACHINING,,5/1/24,0.3,"$2,243 "
TUFNER INC,,12/1/23,0.8,"$1,052 "
C-BOX LLC,,8/1/24,1.2,"$1,186 "
C-BOX LLC,,8/1/24,0.5,"$1,871 "
C-BOX LLC,,11/1/24,0.2,$728 
C-BOX LLC,,1/1/25,2.5,"$8,293 "
C-BOX LLC,,2/1/25,3,"$9,814 "
C-BOX LLC,,11/1/24,0.3,"$1,137 "
RK MANUFACTURING INC DBA,,6/1/23,0.6,"$3,176 "
RK MANUFACTURING INC DBA,,7/1/23,2.5,"$13,860 "
RK MANUFACTURING INC DBA,,8/1/23,1.3,"$6,930 "
RK MANUFACTURING INC DBA,,9/1/23,1.3,"$7,395 "
RK MANUFACTURING INC DBA,,12/1/23,2.3,"$12,706 "
RK MANUFACTURING INC DBA,,1/1/24,2.3,"$12,938 "
RK MANUFACTURING INC DBA,,9/1/23,0.7,$932 
RK MANUFACTURING INC DBA,,11/1/23,1.4,"$2,153 "
RK MANUFACTURING INC DBA,,3/1/24,0.3,$328 
RK MANUFACTURING INC DBA,,6/1/24,1.1,"$1,422 "
RK MANUFACTURING INC DBA,,7/1/24,1.7,"$2,132 "
RK MANUFACTURING INC DBA,,3/1/24,1.1,"$1,342 "
RK MANUFACTURING INC DBA,,4/1/24,1.1,"$1,387 "
RK MANUFACTURING INC DBA,,6/1/24,1.7,"$1,911 "
RK MANUFACTURING INC DBA,,7/1/24,0.7,$796 
RK MANUFACTURING INC DBA,,6/1/24,0.4,$462 
ECO BURN-OFF OVENS,,7/1/23,0.4,"$3,155 "
"WELLWORX ENERGY SOLUTIONS, LLC",,8/1/23,0.9,"$7,689 "
"WELLWORX ENERGY SOLUTIONS, LLC",,11/1/23,0.8,"$7,702 "
"WELLWORX ENERGY SOLUTIONS, LLC",,2/1/24,0.8,"$6,337 "
"WELLWORX ENERGY SOLUTIONS, LLC",,8/1/24,0.3,"$2,369 "
"PARAGON ROOFING, LLC",,7/1/24,0.6,$867 
"PARAGON ROOFING, LLC",,7/1/24,5.1,"$6,872 "
"PARAGON ROOFING, LLC",,8/1/24,0.8,"$1,043 "
"PARAGON ROOFING, LLC",,8/1/24,7.4,"$10,040 "
"PARAGON ROOFING, LLC",,9/1/24,5.7,"$7,781 "
"PARAGON ROOFING, LLC",,10/1/24,2.3,"$3,216 "
"PARAGON ROOFING, LLC",,10/1/24,2.8,"$3,911 "
"PARAGON ROOFING, LLC",,1/1/25,0.5,$677 
"PARAGON ROOFING, LLC",,6/1/25,1.2,"$1,677 "
"PARAGON ROOFING, LLC",,8/1/24,0.4,"$1,505 "
CASTEEL ASSOCIATES,,7/1/24,0.3,"$1,732 "
CASTEEL ASSOCIATES,,3/1/25,0.3,"$1,652 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,4/1/24,0,"($2,375)"
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,5/1/24,0,"$2,375 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,7/1/24,0,"$2,375 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,9/1/24,0,"$1,900 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,10/1/24,0,$421 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,10/1/24,0,"$2,043 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,1/1/25,0,"$2,375 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,3/1/25,0,"$2,266 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,4/1/25,0,"$3,040 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,2/1/24,1.3,"$9,782 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,1/1/24,0.4,"$1,572 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,9/1/24,0.2,$810 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,12/1/24,0.3,"$1,394 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,7/1/23,0,$336 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,9/1/23,0,$412 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,9/1/23,0,$344 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,10/1/23,0,$258 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,12/1/23,0,$516 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,3/1/24,0,$516 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,4/1/24,0,$516 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,6/1/24,0,$516 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,9/1/24,0,$258 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,11/1/24,0,$516 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,3/1/24,0.2,$998 
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,6/1/23,0,"$3,444 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,7/1/23,0.1,"$1,744 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,7/1/23,0,"$1,164 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,8/1/23,0,"$2,993 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,10/1/23,0,"$2,375 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,10/1/23,0,"$7,078 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,12/1/23,0,"$4,750 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,12/1/23,0,"$2,375 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,1/1/24,0,"$2,432 "
PECOFACET INC A DIVISION OF PARKER HANNIFIN,,3/1/24,0,"$2,375 "
D A MFG CO INC,,7/1/23,0.3,"$3,409 "
D A MFG CO INC,,4/1/24,0.3,"$2,478 "
ANTENNA PRODUCTS CORP,,12/1/23,0,$262 
ANTENNA PRODUCTS CORP,,9/1/24,0.2,"$1,803 "
ANTENNA PRODUCTS CORP,,11/1/24,0.4,"$2,988 "
ANTENNA PRODUCTS CORP,,6/1/23,0.4,"$2,240 "
ANTENNA PRODUCTS CORP,,7/1/23,0,($531)
ANTENNA PRODUCTS CORP,,12/1/23,0.1,$659 
ANTENNA PRODUCTS CORP,,9/1/24,0.5,"$4,423 "
ANTENNA PRODUCTS CORP,,6/1/23,0.3,"$2,234 "
ANTENNA PRODUCTS CORP,,12/1/23,0.9,"$5,136 "
ANTENNA PRODUCTS CORP,,1/1/24,0.5,"$2,697 "
ANTENNA PRODUCTS CORP,,9/1/24,1.2,"$8,334 "
ANTENNA PRODUCTS CORP,,11/1/24,0.6,"$4,129 "
ANTENNA PRODUCTS CORP,,6/1/23,0.1,$753 
ANTENNA PRODUCTS CORP,,12/1/23,0.3,"$2,336 "
ANTENNA PRODUCTS CORP,,1/1/24,0.1,$871 
ANTENNA PRODUCTS CORP,,5/1/24,0.5,"$3,317 "
ANTENNA PRODUCTS CORP,,6/1/24,0.1,$498 
ANTENNA PRODUCTS CORP,,9/1/24,-0.1,($582)
ANTENNA PRODUCTS CORP,,9/1/24,0.1,$582 
ANTENNA PRODUCTS CORP,,9/1/24,0.3,"$2,232 "
ANTENNA PRODUCTS CORP,,3/1/25,0.3,"$1,741 "
ANTENNA PRODUCTS CORP,,9/1/24,0.2,"$1,308 "
ANTENNA PRODUCTS CORP,,2/1/25,0.3,"$2,192 "
ANTENNA PRODUCTS CORP,,4/1/25,0,$306 
ANTENNA PRODUCTS CORP,,5/1/24,0.4,"$3,920 "
ANTENNA PRODUCTS CORP,,3/1/25,0.4,"$4,207 "
ANTENNA PRODUCTS CORP,,5/1/25,0.9,"$7,761 "
ANTENNA PRODUCTS CORP,,6/1/25,0.2,"$1,436 "
ANTENNA PRODUCTS CORP,,6/1/25,0.1,$750 
ANTENNA PRODUCTS CORP,,6/1/25,0.6,"$3,841 "
DYNAMIC FABRICATION SOLUTIONS,,6/1/23,0.2,"$1,125 "
DAVIS METAL STAMPING INC,,7/1/23,1.2,"$5,697 "
DAVIS METAL STAMPING INC,,7/1/23,9.6,"$10,646 "
DAVIS METAL STAMPING INC,,8/1/23,2.6,"$3,260 "
DAVIS METAL STAMPING INC,,9/1/23,9.6,"$10,425 "
DAVIS METAL STAMPING INC,,10/1/23,15,"$16,275 "
DAVIS METAL STAMPING INC,,2/1/24,21.1,"$26,597 "
DAVIS METAL STAMPING INC,,3/1/24,13.6,"$13,887 "
DAVIS METAL STAMPING INC,,3/1/24,0.9,"$1,074 "
DAVIS METAL STAMPING INC,,3/1/24,2.7,"$3,441 "
DAVIS METAL STAMPING INC,,4/1/24,23.4,"$26,980 "
DAVIS METAL STAMPING INC,,5/1/24,23.4,"$28,384 "
DAVIS METAL STAMPING INC,,7/1/24,21.9,"$24,353 "
DAVIS METAL STAMPING INC,,9/1/24,0.8,$983 
DAVIS METAL STAMPING INC,,9/1/24,0.5,$824 
DAVIS METAL STAMPING INC,,11/1/24,13,"$13,988 "
DAVIS METAL STAMPING INC,,12/1/24,12.8,"$13,826 "
DAVIS METAL STAMPING INC,,2/1/25,0.5,$824 
DAVIS METAL STAMPING INC,,3/1/25,12.5,"$13,666 "
DAVIS METAL STAMPING INC,,8/1/23,10.1,"$10,341 "
DAVIS METAL STAMPING INC,,9/1/23,4.2,"$4,559 "
DAVIS METAL STAMPING INC,,9/1/23,6.1,"$6,456 "
DAVIS METAL STAMPING INC,,10/1/23,5,"$4,925 "
DAVIS METAL STAMPING INC,,2/1/24,16.6,"$18,619 "
DAVIS METAL STAMPING INC,,9/1/24,4.4,"$4,448 "
DAVIS METAL STAMPING INC,,9/1/24,10.5,"$9,471 "
DAVIS METAL STAMPING INC,,11/1/24,8.1,"$7,402 "
DAVIS METAL STAMPING INC,,12/1/24,10,"$8,910 "
DAVIS METAL STAMPING INC,,2/1/25,7.5,"$6,683 "
DAVIS METAL STAMPING INC,,3/1/25,2,"$2,382 "
DAVIS METAL STAMPING INC,,4/1/25,10,"$10,710 "
DAVIS METAL STAMPING INC,,5/1/25,2.5,"$2,628 "
DAVIS METAL STAMPING INC,,7/1/23,7.3,"$10,110 "
DAVIS METAL STAMPING INC,,8/1/23,5.2,"$6,530 "
DAVIS METAL STAMPING INC,,9/1/23,12.8,"$14,739 "
DAVIS METAL STAMPING INC,,10/1/23,10,"$11,058 "
DAVIS METAL STAMPING INC,,10/1/23,1.6,"$1,767 "
DAVIS METAL STAMPING INC,,11/1/23,4.4,"$6,022 "
DAVIS METAL STAMPING INC,,1/1/24,1.9,"$3,392 "
DAVIS METAL STAMPING INC,,2/1/24,14.7,"$19,908 "
DAVIS METAL STAMPING INC,,3/1/24,7.5,"$9,814 "
DAVIS METAL STAMPING INC,,6/1/24,7.6,"$10,018 "
DAVIS METAL STAMPING INC,,9/1/24,4.9,"$8,120 "
DAVIS METAL STAMPING INC,,10/1/24,0.7,"$1,049 "
DAVIS METAL STAMPING INC,,10/1/24,2.8,"$4,970 "
DAVIS METAL STAMPING INC,,10/1/24,2.3,"$4,142 "
DAVIS METAL STAMPING INC,,11/1/24,0.3,$621 
DAVIS METAL STAMPING INC,,11/1/24,3.4,"$5,440 "
DAVIS METAL STAMPING INC,,4/1/25,1.9,"$3,351 "
DAVIS METAL STAMPING INC,,5/1/25,0.6,"$1,059 "
DAVIS METAL STAMPING INC,,5/1/25,2.6,"$4,173 "
DAVIS METAL STAMPING INC,,5/1/24,0.2,"$1,331 "
DAVIS METAL STAMPING INC,,10/1/24,0.2,"$1,312 "
DAVIS METAL STAMPING INC,,11/1/24,0,$400 
DAVIS METAL STAMPING INC,,5/1/25,0.9,"$3,006 "
DAVIS METAL STAMPING INC,,5/1/25,0,$408 
DAVIS METAL STAMPING INC,,7/1/23,1,"$2,451 "
DAVIS METAL STAMPING INC,,6/1/25,1,"$3,559 "
DAVIS METAL STAMPING INC,,9/1/23,1.2,"$4,517 "
DAVIS METAL STAMPING INC,,9/1/23,0,$355 
DAVIS METAL STAMPING INC,,1/1/24,5.1,"$6,294 "
DAVIS METAL STAMPING INC,,5/1/24,3.1,"$3,101 "
DAVIS METAL STAMPING INC,,9/1/23,3.8,"$13,867 "
PROJECT SERVICES GROUP INC,,10/1/24,0.3,"$1,577 "
MCKINLEY IRON WORKS CO ORNAMENTAL DIV,,11/1/24,0.3,$929 
PHOENIX MFG,,4/1/24,0.2,"$1,339 "
PHOENIX MFG,,2/1/24,0.1,$420 
PHOENIX MFG,,11/1/23,1.4,"$7,687 "
PHOENIX MFG,,1/1/24,1.3,"$7,273 "
MARTIN SPROCKET & GEAR INC,,8/1/23,0,$206 
MARTIN SPROCKET & GEAR INC,,10/1/23,0,$45 
MARTIN SPROCKET & GEAR INC,,2/1/24,0.2,$299 
MARTIN SPROCKET & GEAR INC,,10/1/24,0.2,$461 
MARTIN SPROCKET & GEAR INC,,7/1/23,0.2,$362 
MARTIN SPROCKET & GEAR INC,,8/1/23,0.1,$253 
MARTIN SPROCKET & GEAR INC,,10/1/23,0.1,$172 
MARTIN SPROCKET & GEAR INC,,7/1/24,0.2,$430 
MARTIN SPROCKET & GEAR INC,,8/1/24,0.4,$624 
MARTIN SPROCKET & GEAR INC,,12/1/24,0.9,"$1,270 "
MARTIN SPROCKET & GEAR INC,,3/1/25,0.2,$574 
MARTIN SPROCKET & GEAR INC,,4/1/25,0.3,$621 
MARTIN SPROCKET & GEAR INC,,5/1/25,1,"$1,411 "
MARTIN SPROCKET & GEAR INC,,11/1/23,0,$30 
MARTIN SPROCKET & GEAR INC,,4/1/24,0.1,$369 
MARTIN SPROCKET & GEAR INC,,9/1/24,0.2,$554 
MARTIN SPROCKET & GEAR INC,,9/1/24,1.3,"$2,270 "
MARTIN SPROCKET & GEAR INC,,10/1/24,0,$308 
MARTIN SPROCKET & GEAR INC,,6/1/25,0.2,$589 
MARTIN SPROCKET & GEAR INC,,9/1/24,0.1,$403 
MARTIN SPROCKET & GEAR INC,,4/1/24,0,$280 
MARTIN SPROCKET & GEAR INC,,10/1/24,3.5,"$4,819 "
MARTIN SPROCKET & GEAR INC,,11/1/23,1.2,"$3,013 "
MARTIN SPROCKET & GEAR INC,,7/1/24,14.1,"$30,258 "
MARTIN SPROCKET & GEAR INC,,5/1/25,5.1,"$9,696 "
MARTIN SPROCKET & GEAR INC,,2/1/24,0.2,$776 
MARTIN SPROCKET & GEAR INC,,6/1/24,0.6,"$3,326 "
MARTIN SPROCKET & GEAR INC,,3/1/25,0.6,"$3,552 "
MARTIN SPROCKET & GEAR INC,,10/1/24,0,$449 
MARTIN SPROCKET & GEAR INC,,1/1/25,0.1,"$1,629 "
MARTIN SPROCKET & GEAR INC,,3/1/25,0.1,"$1,077 "
MARTIN SPROCKET & GEAR INC,,4/1/25,0,$535 
MARTIN SPROCKET & GEAR INC,,6/1/23,5,"$36,678 "
MARTIN SPROCKET & GEAR INC,,6/1/23,0.7,"$6,298 "
MARTIN SPROCKET & GEAR INC,,11/1/23,0.3,$464 
MARTIN SPROCKET & GEAR INC,,8/1/24,0.2,$409 
MARTIN SPROCKET & GEAR INC,,10/1/24,0.2,$400 
MARTIN SPROCKET & GEAR INC,,7/1/23,0.6,"$2,478 "
MARTIN SPROCKET & GEAR INC,,10/1/23,9.4,"$33,375 "
BANDY INC DBA TCD METALS FAB I,,1/1/24,0.8,"$2,777 "
BANDY INC DBA TCD METALS FAB I,,1/1/24,0.8,"$3,358 "
BANDY INC DBA TCD METALS FAB I,,3/1/24,0.3,"$1,223 "
BANDY INC DBA TCD METALS FAB I,,4/1/24,0.6,"$2,221 "
BANDY INC DBA TCD METALS FAB I,,8/1/24,0.8,"$2,975 "
BANDY INC DBA TCD METALS FAB I,,8/1/24,2.9,"$10,195 "
BANDY INC DBA TCD METALS FAB I,,6/1/25,0.4,"$1,290 "
BANDY INC DBA TCD METALS FAB I,,2/1/25,0.1,$751 
MULTIPLE SYSTEMS INC,,4/1/25,0.2,"$1,118 "
MULTIPLE SYSTEMS INC,,4/1/25,0.1,$760 
MULTIPLE SYSTEMS INC,,6/1/23,0.1,$795 
MULTIPLE SYSTEMS INC,,4/1/25,0.1,$927 
MULTIPLE SYSTEMS INC,,6/1/23,0.8,"$2,988 "
MULTIPLE SYSTEMS INC,,8/1/23,1,"$3,408 "
MULTIPLE SYSTEMS INC,,9/1/23,0.1,$338 
MULTIPLE SYSTEMS INC,,10/1/23,0,$282 
MULTIPLE SYSTEMS INC,,12/1/23,2.2,"$8,237 "
MULTIPLE SYSTEMS INC,,3/1/24,0.8,"$3,334 "
MULTIPLE SYSTEMS INC,,4/1/24,0.5,"$1,999 "
MULTIPLE SYSTEMS INC,,5/1/24,1.8,"$4,220 "
MULTIPLE SYSTEMS INC,,7/1/24,1.2,"$3,548 "
MULTIPLE SYSTEMS INC,,9/1/24,1.3,"$2,980 "
MULTIPLE SYSTEMS INC,,12/1/24,0.6,"$2,766 "
MULTIPLE SYSTEMS INC,,1/1/25,1.8,"$4,237 "
MULTIPLE SYSTEMS INC,,4/1/25,0.4,$986 
MULTIPLE SYSTEMS INC,,8/1/23,0.1,$433 
MULTIPLE SYSTEMS INC,,12/1/23,0.2,$556 
MULTIPLE SYSTEMS INC,,6/1/25,0.1,$402 
MULTIPLE SYSTEMS INC,,5/1/24,0.1,$410 
NEO INDUSTRIES CORPORATION,,6/1/24,0.8,"$2,186 "
NEO INDUSTRIES CORPORATION,,5/1/24,0.1,"$6,151 "
NEO INDUSTRIES CORPORATION,,11/1/24,0,"$2,554 "
RENDON MANUFACTURING CO,,10/1/23,0,$338 
RENDON MANUFACTURING CO,,5/1/24,0.1,$849 
RENDON MANUFACTURING CO,,6/1/23,0.2,"$1,521 "
RENDON MANUFACTURING CO,,6/1/23,0.2,"$1,371 "
RENDON MANUFACTURING CO,,9/1/23,0.2,"$1,525 "
RENDON MANUFACTURING CO,,11/1/23,0.4,"$3,133 "
RENDON MANUFACTURING CO,,1/1/24,0.1,$333 
RENDON MANUFACTURING CO,,7/1/23,1.6,"$1,769 "
RENDON MANUFACTURING CO,,9/1/23,0.6,$646 
RENDON MANUFACTURING CO,,10/1/23,1.7,"$1,903 "
RENDON MANUFACTURING CO,,1/1/24,1.2,"$1,616 "
RENDON MANUFACTURING CO,,6/1/25,2.1,"$2,786 "
RENDON MANUFACTURING CO,,7/1/23,0.2,$608 
RENDON MANUFACTURING CO,,2/1/24,0.6,"$1,900 "
RENDON MANUFACTURING CO,,5/1/24,0.6,"$2,003 "
RENDON MANUFACTURING CO,,6/1/24,0,$312 
RENDON MANUFACTURING CO,,7/1/24,0,$398 
RENDON MANUFACTURING CO,,12/1/24,0.2,$327 
RENDON MANUFACTURING CO,,11/1/24,0.2,$390 
RENDON MANUFACTURING CO,,11/1/24,0.2,$268 
RENDON MANUFACTURING CO,,6/1/23,0.6,"$2,720 "
RENDON MANUFACTURING CO,,6/1/23,1.1,"$4,638 "
RENDON MANUFACTURING CO,,8/1/23,0,($476)
RENDON MANUFACTURING CO,,8/1/23,0.8,"$3,724 "
RENDON MANUFACTURING CO,,9/1/23,0.6,"$2,422 "
RENDON MANUFACTURING CO,,9/1/23,2.5,"$10,678 "
RENDON MANUFACTURING CO,,10/1/23,1.3,"$6,826 "
RENDON MANUFACTURING CO,,3/1/24,3.5,"$13,442 "
RENDON MANUFACTURING CO,,5/1/24,0.4,"$1,819 "
RENDON MANUFACTURING CO,,7/1/23,0,$317 
RENDON MANUFACTURING CO,,11/1/24,0,$87 
RENDON MANUFACTURING CO,,8/1/23,1.8,"$1,916 "
RENDON MANUFACTURING CO,,8/1/23,1.6,"$5,738 "
RENDON MANUFACTURING CO,,6/1/25,0.1,$630 
LINKUP INTERNATIONAL L.P.,,1/1/25,0,$246 
LINKUP INTERNATIONAL L.P.,,2/1/25,0,$300 
LINKUP INTERNATIONAL L.P.,,3/1/25,0.1,$899 
LINKUP INTERNATIONAL L.P.,,5/1/25,0,$106 
LINKUP INTERNATIONAL L.P.,,7/1/23,6.6,"$9,762 "
LINKUP INTERNATIONAL L.P.,,8/1/23,2.1,"$3,282 "
LINKUP INTERNATIONAL L.P.,,8/1/23,6.7,"$11,901 "
LINKUP INTERNATIONAL L.P.,,9/1/23,0.6,$859 
LINKUP INTERNATIONAL L.P.,,9/1/23,0.8,"$1,282 "
LINKUP INTERNATIONAL L.P.,,10/1/23,0.4,$668 
LINKUP INTERNATIONAL L.P.,,10/1/23,5.4,"$9,026 "
LINKUP INTERNATIONAL L.P.,,12/1/23,0.2,$322 
LINKUP INTERNATIONAL L.P.,,1/1/24,1.5,"$4,037 "
LINKUP INTERNATIONAL L.P.,,1/1/24,0.8,"$1,270 "
LINKUP INTERNATIONAL L.P.,,2/1/24,1.5,"$2,538 "
LINKUP INTERNATIONAL L.P.,,4/1/24,0.9,"$3,686 "
LINKUP INTERNATIONAL L.P.,,7/1/24,1.6,"$2,456 "
LINKUP INTERNATIONAL L.P.,,7/1/24,1.7,"$2,653 "
LINKUP INTERNATIONAL L.P.,,8/1/24,1.1,"$2,177 "
LINKUP INTERNATIONAL L.P.,,9/1/24,0,"($2,653)"
LINKUP INTERNATIONAL L.P.,,2/1/25,0.9,"$1,116 "
LINKUP INTERNATIONAL L.P.,,4/1/25,0.4,$684 
LINKUP INTERNATIONAL L.P.,,7/1/23,0.1,$179 
LINKUP INTERNATIONAL L.P.,,9/1/23,0.1,$181 
LINKUP INTERNATIONAL L.P.,,1/1/24,0.8,$976 
LINKUP INTERNATIONAL L.P.,,1/1/24,0.9,"$2,407 "
LINKUP INTERNATIONAL L.P.,,9/1/23,0,$170 
LINKUP INTERNATIONAL L.P.,,10/1/23,0,$209 
LINKUP INTERNATIONAL L.P.,,2/1/24,0,$70 
LINKUP INTERNATIONAL L.P.,,4/1/24,0.1,$278 
LINKUP INTERNATIONAL L.P.,,2/1/25,0,$98 
LINKUP INTERNATIONAL L.P.,,3/1/25,0,$301 
LINKUP INTERNATIONAL L.P.,,6/1/23,0,$72 
LINKUP INTERNATIONAL L.P.,,7/1/23,0,$321 
LINKUP INTERNATIONAL L.P.,,8/1/23,0,$55 
LINKUP INTERNATIONAL L.P.,,9/1/23,0.1,$511 
LINKUP INTERNATIONAL L.P.,,4/1/24,0.1,$767 
LINKUP INTERNATIONAL L.P.,,1/1/25,0,$96 
LINKUP INTERNATIONAL L.P.,,2/1/25,0,$66 
LINKUP INTERNATIONAL L.P.,,3/1/25,0,$85 
LINKUP INTERNATIONAL L.P.,,8/1/23,0,$309 
LINKUP INTERNATIONAL L.P.,,9/1/23,0.1,$186 
LINKUP INTERNATIONAL L.P.,,7/1/23,0,$449 
LINKUP INTERNATIONAL L.P.,,10/1/23,0.5,"$2,090 "
LINKUP INTERNATIONAL L.P.,,2/1/24,0.1,"$1,248 "
LINKUP INTERNATIONAL L.P.,,7/1/23,0,$98 
LINKUP INTERNATIONAL L.P.,,12/1/23,0,$273 
LINKUP INTERNATIONAL L.P.,,10/1/23,0,$241 
LINKUP INTERNATIONAL L.P.,,11/1/23,0,$240 
LINKUP INTERNATIONAL L.P.,,6/1/23,0.5,"$3,952 "
LINKUP INTERNATIONAL L.P.,,7/1/23,0.5,"$4,028 "
LINKUP INTERNATIONAL L.P.,,8/1/23,0.8,"$4,483 "
LINKUP INTERNATIONAL L.P.,,9/1/23,0.6,"$3,219 "
LINKUP INTERNATIONAL L.P.,,10/1/23,1.6,"$7,798 "
LINKUP INTERNATIONAL L.P.,,12/1/23,0.2,"$3,187 "
LINKUP INTERNATIONAL L.P.,,1/1/24,0,$455 
LINKUP INTERNATIONAL L.P.,,5/1/24,0.6,"$3,755 "
LINKUP INTERNATIONAL L.P.,,10/1/24,0.2,$877 
LINKUP INTERNATIONAL L.P.,,10/1/24,0.6,"$3,754 "
LINKUP INTERNATIONAL L.P.,,1/1/25,0.3,"$1,202 "
LINKUP INTERNATIONAL L.P.,,2/1/25,0.1,$545 
LINKUP INTERNATIONAL L.P.,,3/1/25,0.6,"$2,202 "
LINKUP INTERNATIONAL L.P.,,4/1/25,0.3,"$1,042 "
LINKUP INTERNATIONAL L.P.,,5/1/25,1.5,"$5,310 "
LINKUP INTERNATIONAL L.P.,,8/1/23,0.2,"$1,943 "
LINKUP INTERNATIONAL L.P.,,9/1/23,0,($255)
LINKUP INTERNATIONAL L.P.,,11/1/23,0.2,"$1,401 "
LINKUP INTERNATIONAL L.P.,,12/1/23,0,$405 
LINKUP INTERNATIONAL L.P.,,9/1/23,1.8,"$2,847 "
LINKUP INTERNATIONAL L.P.,,10/1/23,1.6,"$2,409 "
LINKUP INTERNATIONAL L.P.,,12/1/23,0.4,$580 
LINKUP INTERNATIONAL L.P.,,1/1/24,1,"$1,686 "
LINKUP INTERNATIONAL L.P.,,2/1/24,0.2,$336 
LINKUP INTERNATIONAL L.P.,,4/1/24,1.5,"$2,120 "
LINKUP INTERNATIONAL L.P.,,12/1/24,1.9,"$1,821 "
LINKUP INTERNATIONAL L.P.,,3/1/25,0.4,$568 
LINKUP INTERNATIONAL L.P.,,5/1/25,0.8,$728 
LINKUP INTERNATIONAL L.P.,,6/1/25,1,"$1,359 "
LINKUP INTERNATIONAL L.P.,,6/1/25,0.3,$666 
ACCURATE AUTOMATIC MFG CORP,,4/1/25,0.3,"$3,268 "
ACCURATE AUTOMATIC MFG CORP,,3/1/25,1.7,"$13,242 "
ACCURATE AUTOMATIC MFG CORP,,4/1/25,0.3,"$2,571 "
MACHINE SPECIALTIES CO INC,,7/1/23,3.2,"$21,965 "
MACHINE SPECIALTIES CO INC,,10/1/23,3.1,"$21,341 "
MACHINE SPECIALTIES CO INC,,2/1/24,3.4,"$24,399 "
MACHINE SPECIALTIES CO INC,,12/1/24,0.6,"$1,613 "
MACHINE SPECIALTIES CO INC,,5/1/25,1.1,"$2,468 "
MACHINE SPECIALTIES CO INC,,6/1/25,2.1,"$4,936 "
MACHINE SPECIALTIES CO INC,,6/1/25,4.9,"$9,681 "
MACHINE SPECIALTIES CO INC,,6/1/25,0,$256 
MACHINE SPECIALTIES CO INC,,2/1/25,0,$400 
XTREME STRUCTURES & FABRICATIO,,1/1/24,0,$313 
XTREME STRUCTURES & FABRICATIO,,4/1/25,1.2,"$9,353 "
XTREME STRUCTURES & FABRICATIO,,9/1/24,0.7,"$2,222 "
XTREME STRUCTURES & FABRICATIO,,12/1/24,2.1,"$4,796 "
XTREME STRUCTURES & FABRICATIO,,1/1/25,1,"$2,420 "
XTREME STRUCTURES & FABRICATIO,,1/1/24,0.1,$555 
XTREME STRUCTURES & FABRICATIO,,2/1/25,0.1,$838 
CHEROKEE IRONWORKS LLC,,6/1/23,1.3,"$2,490 "
SOUTHWEST FLUID PRODUCTS INC,,4/1/25,0.9,"$5,756 "
SOUTHWEST FLUID PRODUCTS INC,,6/1/25,0.1,$996 
C F METALS INC,,3/1/24,0.2,$719 
C F METALS INC,,7/1/24,1,"$2,897 "
C F METALS INC,,5/1/24,0.3,"$3,199 "
C F METALS INC,,5/1/24,0.6,"$2,984 "
C F METALS INC,,4/1/24,1.3,"$4,617 "
SPECIALTY WELDING & MACHINE,,11/1/23,4.6,"$11,857 "
ROGERS MANUFACTURING,,6/1/23,0.3,$606 
ROGERS MANUFACTURING,,6/1/23,1,"$1,562 "
MADIX STORE FIXTURES,,11/1/23,0.1,"$1,427 "
